mccarty-d,"[{'averageChar': 184.0872093023256}, {'averageWord': 32.906976744186046}, {'averageWordLength': 5.594169611307421}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 344.0}, {'shortWordDensity': 0.42367491166077736}, {'averagePolarityCount': 0.04783672858866658}, {'averageSubjectivityCount': 0.264744344784558}]"
mcconnell-m,"[{'averageChar': 297.4818181818182}, {'averageWord': 44.63636363636363}, {'averageWordLength': 6.664562118126273}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 220.0}, {'shortWordDensity': 0.3885947046843177}, {'averagePolarityCount': 0.06680148175767579}, {'averageSubjectivityCount': 0.2861635817521105}]"
mckay-j,"[{'averageChar': 192.44256756756758}, {'averageWord': 34.65878378378378}, {'averageWordLength': 5.552490496149722}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 592.0}, {'shortWordDensity': 0.455892387172239}, {'averagePolarityCount': 0.06580373588650522}, {'averageSubjectivityCount': 0.2499338649459087}]"
mclaughlin-e,"[{'averageChar': 117.13084112149532}, {'averageWord': 16.49532710280374}, {'averageWordLength': 7.10084985835694}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 214.0}, {'shortWordDensity': 0.4623229461756374}, {'averagePolarityCount': 0.08996228978705618}, {'averageSubjectivityCount': 0.25303426454127376}]"
mims-thurston-p,"[{'averageChar': 305.7947598253275}, {'averageWord': 54.13973799126637}, {'averageWordLength': 5.648249717696403}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 458.0}, {'shortWordDensity': 0.435392805291176}, {'averagePolarityCount': 0.0681831644208802}, {'averageSubjectivityCount': 0.3664831347782183}]"
neal-s,"[{'averageChar': 112.54867256637168}, {'averageWord': 17.199115044247787}, {'averageWordLength': 6.54386416259326}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 452.0}, {'shortWordDensity': 0.378698224852071}, {'averagePolarityCount': 0.06373580390351091}, {'averageSubjectivityCount': 0.19172442610416693}]"
nemec-g,"[{'averageChar': 174.40840336134454}, {'averageWord': 30.8}, {'averageWordLength': 5.662610498744953}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 1190.0}, {'shortWordDensity': 0.434955800502019}, {'averagePolarityCount': 0.07929832659071945}, {'averageSubjectivityCount': 0.26806109993423977}]"
parks-j,"[{'averageChar': 79.74239713774597}, {'averageWord': 14.14490161001789}, {'averageWordLength': 5.637536360187176}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 1118.0}, {'shortWordDensity': 0.4279752118376122}, {'averagePolarityCount': 0.035738132991039936}, {'averageSubjectivityCount': 0.1796854034208685}]"
pereira-s,"[{'averageChar': 260.61333333333334}, {'averageWord': 46.413333333333334}, {'averageWordLength': 5.615053145647803}, {'averageSentenceCount': 0.9866666666666667}, {'averageParagraphCount': 148.0}, {'shortWordDensity': 0.40361964952599827}, {'averagePolarityCount': 0.062413760693861266}, {'averageSubjectivityCount': 0.29668590905156994}]"
perlingiere-d,"[{'averageChar': 187.70790378006873}, {'averageWord': 27.946735395189002}, {'averageWordLength': 6.716630802336305}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 1164.0}, {'shortWordDensity': 0.3774362127267138}, {'averagePolarityCount': 0.08191532765112448}, {'averageSubjectivityCount': 0.23713845630376879}]"
pimenov-v,"[{'averageChar': 159.2054794520548}, {'averageWord': 26.945205479452056}, {'averageWordLength': 5.9084900864260295}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 146.0}, {'shortWordDensity': 0.41382816471784445}, {'averagePolarityCount': 0.09679785254699638}, {'averageSubjectivityCount': 0.165466726956453}]"
platter-p,"[{'averageChar': 190.9158878504673}, {'averageWord': 32.00934579439252}, {'averageWordLength': 5.964379562043796}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 214.0}, {'shortWordDensity': 0.42656934306569344}, {'averagePolarityCount': 0.061711200289189326}, {'averageSubjectivityCount': 0.23219780230213682}]"
presto-k,"[{'averageChar': 1330.547071129707}, {'averageWord': 79.75627615062761}, {'averageWordLength': 16.68266292444293}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 1912.0}, {'shortWordDensity': 0.1855941873122877}, {'averagePolarityCount': 0.09309157058707149}, {'averageSubjectivityCount': 0.2796411411550154}]"
quigley-d,"[{'averageChar': 665.1086956521739}, {'averageWord': 46.30237154150198}, {'averageWordLength': 14.364462845191856}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 1012.0}, {'shortWordDensity': 0.25485509411413204}, {'averagePolarityCount': 0.09919297141061527}, {'averageSubjectivityCount': 0.22072410985570146}]"
rapp-b,"[{'averageChar': 245.52884615384616}, {'averageWord': 42.73076923076923}, {'averageWordLength': 5.745949594959496}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 208.0}, {'shortWordDensity': 0.40481548154815483}, {'averagePolarityCount': 0.12573745507384781}, {'averageSubjectivityCount': 0.3377857436420957}]"
reitmeyer-j,"[{'averageChar': 165.78947368421052}, {'averageWord': 31.017543859649123}, {'averageWordLength': 5.345022624434389}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 114.0}, {'shortWordDensity': 0.4496606334841629}, {'averagePolarityCount': 0.09011531872508326}, {'averageSubjectivityCount': 0.31860474301783165}]"
richey-c,"[{'averageChar': 187.3012048192771}, {'averageWord': 35.76706827309237}, {'averageWordLength': 5.2366943633505505}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 498.0}, {'shortWordDensity': 0.45699528407814954}, {'averagePolarityCount': 0.07215323038009676}, {'averageSubjectivityCount': 0.3429017898302003}]"
ring-r,"[{'averageChar': 378.5882352941176}, {'averageWord': 61.333333333333336}, {'averageWordLength': 6.172634271099744}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 102.0}, {'shortWordDensity': 0.3772378516624041}, {'averagePolarityCount': 0.02438383026826423}, {'averageSubjectivityCount': 0.18518223981752158}]"
rogers-b,"[{'averageChar': 179.66666666666666}, {'averageWord': 34.48888888888889}, {'averageWordLength': 5.209407216494846}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 180.0}, {'shortWordDensity': 0.43588917525773196}, {'averagePolarityCount': 0.105620286958779}, {'averageSubjectivityCount': 0.295990668018049}]"
ruscitti-k,"[{'averageChar': 562.5753424657535}, {'averageWord': 81.94520547945206}, {'averageWordLength': 6.865262454028753}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 146.0}, {'shortWordDensity': 0.36225342694750917}, {'averagePolarityCount': 0.08944488384038142}, {'averageSubjectivityCount': 0.3902278491785693}]"
sager-e,"[{'averageChar': 156.86746987951807}, {'averageWord': 26.46265060240964}, {'averageWordLength': 5.927881988708796}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 830.0}, {'shortWordDensity': 0.43116008013112367}, {'averagePolarityCount': 0.09855899244305875}, {'averageSubjectivityCount': 0.26481944025736537}]"
salisbury-h,"[{'averageChar': 181.79136690647482}, {'averageWord': 26.81294964028777}, {'averageWordLength': 6.779983901261068}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 278.0}, {'shortWordDensity': 0.3949557284679367}, {'averagePolarityCount': 0.04670148532885616}, {'averageSubjectivityCount': 0.19723809185630636}]"
sanchez-m,"[{'averageChar': 340.8333333333333}, {'averageWord': 59.15686274509804}, {'averageWordLength': 5.761518064302287}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 204.0}, {'shortWordDensity': 0.4235996022538946}, {'averagePolarityCount': 0.08930828275914535}, {'averageSubjectivityCount': 0.2918082454940704}]"
sanders-r,"[{'averageChar': 139.7468982630273}, {'averageWord': 23.325062034739453}, {'averageWordLength': 5.991276595744681}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 806.0}, {'shortWordDensity': 0.4401063829787234}, {'averagePolarityCount': 0.03660748058981891}, {'averageSubjectivityCount': 0.1843350729638012}]"
scholtes-d,"[{'averageChar': 150.256}, {'averageWord': 26.488}, {'averageWordLength': 5.672606463304137}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 250.0}, {'shortWordDensity': 0.44820295983086683}, {'averagePolarityCount': 0.04332297138047137}, {'averageSubjectivityCount': 0.19343528779862115}]"
schoolcraft-d,"[{'averageChar': 148.8108108108108}, {'averageWord': 23.534303534303536}, {'averageWordLength': 6.323144876325088}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 962.0}, {'shortWordDensity': 0.4101590106007067}, {'averagePolarityCount': 0.05182414157787759}, {'averageSubjectivityCount': 0.14168634362698418}]"
schwieger-j,"[{'averageChar': 244.88079470198676}, {'averageWord': 43.65562913907285}, {'averageWordLength': 5.609375}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 302.0}, {'shortWordDensity': 0.4227851941747573}, {'averagePolarityCount': 0.07601420035704427}, {'averageSubjectivityCount': 0.26166256001097704}]"
scott-s,"[{'averageChar': 511.7166172106825}, {'averageWord': 81.6186943620178}, {'averageWordLength': 6.269600625329479}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 1348.0}, {'shortWordDensity': 0.41904346403446585}, {'averagePolarityCount': 0.08758980353873445}, {'averageSubjectivityCount': 0.3569954453005503}]"
semperger-c,"[{'averageChar': 182.77358490566039}, {'averageWord': 35.04150943396226}, {'averageWordLength': 5.215916433340513}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 530.0}, {'shortWordDensity': 0.46553952186086583}, {'averagePolarityCount': 0.13868879850251153}, {'averageSubjectivityCount': 0.34076868593419424}]"
shackleton-s,"[{'averageChar': 218.0268562401264}, {'averageWord': 34.707740916271725}, {'averageWordLength': 6.28179335457442}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 1266.0}, {'shortWordDensity': 0.3761037778789258}, {'averagePolarityCount': 0.04819000593350616}, {'averageSubjectivityCount': 0.2203123320257737}]"
shankman-j,"[{'averageChar': 63.779661016949156}, {'averageWord': 12.305084745762711}, {'averageWordLength': 5.183195592286501}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 118.0}, {'shortWordDensity': 0.48622589531680444}, {'averagePolarityCount': 0.05120405018710104}, {'averageSubjectivityCount': 0.21063734601870193}]"
shively-h,"[{'averageChar': 197.015625}, {'averageWord': 24.5546875}, {'averageWordLength': 8.023544384346167}, {'averageSentenceCount': 1.0}, {'averageParagraphCount': 256.0}, {'shortWordDensity': 0.3184855233853007}, {'averagePolarityCount': 0.08499703313179878}, {'averageSubjectivityCount': 0.1570258036505595}]"
